contact_id,first_name,last_name,email,account_id,job_title,country,region,industry,lifecycle_stage,lead_score,engagement_score,consent_status
CON-003988,James,Campos,contact3988@example.test,ACC-00724,Scrum Master,United States,WW,Professional Services,Known,57,5,Opted In
CON-003989,David,Brown,contact3989@example.test,ACC-00996,Marketing Manager,United Arab Emirates,AMEA,Education,Customer,70,60,Not Subscribed
CON-003990,Janice,Thompson,contact3990@example.test,ACC-00189,Director of Technology,Singapore,APAC,Professional Services,Opportunity,73,61,Opted In
CON-003991,Donald,Stewart,contact3991@example.test,ACC-00681,Software Engineer,India,APAC,Manufacturing,Engaged,82,39,Not Subscribed
CON-003992,Jeremy,Lopez,contact3992@example.test,ACC-00219,Product Owner,Kenya,AMEA,Manufacturing,Engaged,13,5,Not Subscribed
CON-003993,Nicole,Thompson,contact3993@example.test,ACC-00068,IT Manager,United Arab Emirates,AMEA,Manufacturing,SQL,0,8,Opted In
CON-003994,Kenneth,Wolfe,contact3994@example.test,ACC-00114,Product Owner,United Arab Emirates,AMEA,Financial Services,MQL,46,42,Not Subscribed
CON-003995,Joseph,Burns,contact3995@example.test,ACC-00137,IT Manager,Saudi Arabia,AMEA,Financial Services,Customer,87,16,Opted In
CON-003996,Beth,Bailey,contact3996@example.test,ACC-00434,Operations Manager,South Africa,AMEA,Agriculture,Known,62,48,Opted In
CON-003997,Darlene,Cole,contact3997@example.test,ACC-00733,CIO,Spain,Europe,Education,SQL,60,94,Not Subscribed
CON-003998,Crystal,Decker,contact3998@example.test,ACC-00886,Director of Technology,South Africa,AMEA,Professional Services,SQL,59,84,Opted In
CON-003999,Benjamin,Davenport,contact3999@example.test,ACC-00809,Product Owner,India,APAC,Professional Services,Opportunity,28,78,Not Subscribed
CON-004000,Paul,Medina,contact4000@example.test,ACC-00043,Scrum Master,Japan,APAC,Financial Services,Known,35,46,Opted In
CON-004001,Jason,Park,contact4001@example.test,ACC-00327,Project Manager,Saudi Arabia,AMEA,Professional Services,Known,82,94,Not Subscribed
CON-004002,Michael,Cochran,contact4002@example.test,ACC-00288,Director of Technology,India,APAC,Education,Opportunity,84,51,Opted In
CON-004003,Laura,Clark,contact4003@example.test,ACC-00254,Director of Technology,India,WW,Education,MQL,65,42,Opted In
CON-004004,Holly,Gordon,contact4004@example.test,ACC-00786,CIO,India,WW,Financial Services,Customer,50,92,Opted In
CON-004005,Maria,Bauer,contact4005@example.test,ACC-00371,Scrum Master,India,WW,Professional Services,Engaged,98,30,Opted In
CON-004006,Christopher,Ayala,contact4006@example.test,ACC-00084,Training Manager,Netherlands,Europe,Manufacturing,Known,52,29,Opted In
CON-004007,Jonathan,Mcdonald,contact4007@example.test,ACC-00918,Operations Manager,Germany,Europe,Financial Services,Known,94,59,Opted In
CON-004008,Anthony,Wilson,contact4008@example.test,ACC-00202,Operations Manager,Kenya,AMEA,Financial Services,Known,87,44,Opted In
CON-004009,Dominique,Lopez,contact4009@example.test,ACC-00737,Project Manager,South Africa,AMEA,Agriculture,MQL,34,36,Opted In
CON-004010,Donald,Willis,contact4010@example.test,ACC-00778,CIO,Italy,Europe,Agriculture,SQL,58,59,Opted In
CON-004011,Nathan,Gray,contact4011@example.test,ACC-00999,Director of Technology,India,APAC,Agriculture,Known,58,99,Opted In
CON-004012,Brianna,Johnson,contact4012@example.test,ACC-00948,Scrum Master,United States,WW,Professional Services,MQL,63,97,Opted In
CON-004013,Jacqueline,Soto,contact4013@example.test,ACC-00802,Software Engineer,India,WW,Education,Known,88,56,Opted In
CON-004014,Misty,Smith,contact4014@example.test,ACC-00551,IT Manager,Netherlands,Europe,Technology,Known,88,39,Not Subscribed
CON-004015,Robert,Cook,contact4015@example.test,ACC-00496,Director of Technology,Italy,Europe,Education,MQL,34,19,Not Subscribed
CON-004016,Deborah,Garcia,contact4016@example.test,ACC-00789,Scrum Master,Singapore,APAC,Education,Known,89,33,Not Subscribed
CON-004017,Robin,Torres,contact4017@example.test,ACC-00085,Director of Technology,Germany,Europe,Technology,Opportunity,59,59,Opted In
CON-004018,Steven,Lopez,contact4018@example.test,ACC-00249,Software Engineer,Singapore,APAC,Education,Known,88,36,Opted In
CON-004019,Andrew,Lamb,contact4019@example.test,ACC-00805,IT Manager,Japan,APAC,Financial Services,Engaged,39,48,Not Subscribed
CON-004020,Stephen,Johnston,contact4020@example.test,ACC-00674,Scrum Master,Italy,Europe,Agriculture,Known,96,27,Opted In
CON-004021,Ryan,Ross,contact4021@example.test,ACC-00818,Product Owner,United Arab Emirates,AMEA,Education,SQL,79,76,Opted In
CON-004022,Mary,King,contact4022@example.test,ACC-00414,Training Manager,South Africa,AMEA,Manufacturing,SQL,2,36,Opted In
CON-004023,Nathaniel,Morgan,contact4023@example.test,ACC-00952,Product Owner,United States,WW,Technology,Opportunity,54,98,Opted In
CON-004024,Erika,Evans,contact4024@example.test,ACC-00140,Product Owner,India,APAC,Manufacturing,MQL,88,48,Opted In
CON-004025,Tara,Rich,contact4025@example.test,ACC-00523,Director of Technology,United Kingdom,WW,Education,MQL,76,10,Not Subscribed
CON-004026,Kathryn,Santana,contact4026@example.test,ACC-00023,Product Owner,India,WW,Financial Services,SQL,34,25,Opted In
CON-004027,William,Fisher,contact4027@example.test,ACC-00910,Marketing Manager,Saudi Arabia,AMEA,Manufacturing,Known,100,88,Opted In
CON-004028,Kim,Finley,contact4028@example.test,ACC-00390,Software Engineer,Singapore,APAC,Technology,Customer,85,19,Opted In
CON-004029,Richard,Johnson,contact4029@example.test,ACC-00075,Project Manager,India,WW,Technology,Customer,8,14,Opted In
CON-004030,William,Nielsen,contact4030@example.test,ACC-00029,Marketing Manager,India,APAC,Education,Known,31,94,Not Subscribed
CON-004031,Olivia,Sanford,contact4031@example.test,ACC-00055,IT Manager,Singapore,APAC,Financial Services,Engaged,9,86,Opted In
CON-004032,Sherri,Gonzalez,contact4032@example.test,ACC-00168,Marketing Manager,Saudi Arabia,AMEA,Agriculture,Engaged,95,96,Opted In
CON-004033,Teresa,Walton,contact4033@example.test,ACC-00574,Scrum Master,Australia,APAC,Manufacturing,SQL,15,15,Not Subscribed
CON-004034,David,Cook,contact4034@example.test,ACC-00987,Project Manager,Germany,WW,Professional Services,Customer,78,39,Opted In
CON-004035,Susan,Waller,contact4035@example.test,ACC-00424,Director of Technology,Singapore,APAC,Manufacturing,MQL,26,56,Opted In
CON-004036,Kyle,Cannon,contact4036@example.test,ACC-00412,CIO,Australia,APAC,Agriculture,Customer,79,47,Opted In
CON-004037,Laurie,Ellis,contact4037@example.test,ACC-00277,Training Manager,Germany,WW,Agriculture,MQL,4,23,Opted In
CON-004038,Frederick,Smith,contact4038@example.test,ACC-00200,Project Manager,Singapore,APAC,Professional Services,Engaged,44,65,Opted In
CON-004039,Dylan,Andrade,contact4039@example.test,ACC-00972,Project Manager,Australia,APAC,Professional Services,Opportunity,3,43,Opted In
CON-004040,Kevin,Miller,contact4040@example.test,ACC-00324,IT Manager,Spain,Europe,Agriculture,Customer,65,11,Not Subscribed
CON-004041,Joel,Harris,contact4041@example.test,ACC-00370,Scrum Master,Singapore,APAC,Financial Services,MQL,23,35,Not Subscribed
CON-004042,Christopher,Sanchez,contact4042@example.test,ACC-00501,Operations Manager,Netherlands,Europe,Manufacturing,MQL,72,49,Opted In
CON-004043,Gail,Singleton,contact4043@example.test,ACC-00035,Scrum Master,Japan,APAC,Manufacturing,Known,6,55,Opted In
CON-004044,Nicholas,Woods,contact4044@example.test,ACC-00582,CIO,Italy,Europe,Financial Services,SQL,38,69,Not Subscribed
CON-004045,Melvin,Ruiz,contact4045@example.test,ACC-00984,Operations Manager,Singapore,APAC,Manufacturing,Engaged,63,59,Opted In
CON-004046,Gloria,Hale,contact4046@example.test,ACC-00925,Scrum Master,Saudi Arabia,AMEA,Technology,Opportunity,12,17,Opted In
CON-004047,Roberta,Barnett,contact4047@example.test,ACC-00908,Scrum Master,United States,WW,Education,Engaged,46,32,Opted In
CON-004048,Marie,Mccarthy,contact4048@example.test,ACC-00618,Marketing Manager,India,APAC,Technology,SQL,7,73,Opted In
CON-004049,Kathryn,Davis,contact4049@example.test,ACC-00863,Scrum Master,Japan,APAC,Technology,SQL,72,18,Not Subscribed
CON-004050,David,Hines,contact4050@example.test,ACC-00370,Director of Technology,Japan,APAC,Manufacturing,Engaged,15,87,Not Subscribed
CON-004051,Dennis,Mejia,contact4051@example.test,ACC-00223,Software Engineer,India,WW,Technology,Customer,29,95,Opted In
CON-004052,Rachael,Weiss,contact4052@example.test,ACC-00691,Training Manager,Singapore,APAC,Manufacturing,Engaged,58,71,Opted In
CON-004053,Jessica,Coleman,contact4053@example.test,ACC-00703,Product Owner,Japan,APAC,Technology,SQL,75,33,Not Subscribed
CON-004054,Phillip,Jones,contact4054@example.test,ACC-00345,Scrum Master,Kenya,AMEA,Agriculture,Opportunity,45,58,Opted In
CON-004055,Tracy,Yang,contact4055@example.test,ACC-00460,Product Owner,India,APAC,Education,Customer,36,87,Opted In
CON-004056,Brenda,Walker,contact4056@example.test,ACC-00747,Director of Technology,Italy,Europe,Financial Services,Engaged,18,87,Opted In
CON-004057,Charlotte,Tate,contact4057@example.test,ACC-00166,Product Owner,Germany,WW,Financial Services,SQL,85,16,Not Subscribed
CON-004058,Mike,Morgan,contact4058@example.test,ACC-00105,Operations Manager,Spain,Europe,Manufacturing,Customer,3,98,Opted In
CON-004059,Madeline,Bishop,contact4059@example.test,ACC-00285,Marketing Manager,India,WW,Agriculture,MQL,12,10,Opted In
CON-004060,Karen,Melendez,contact4060@example.test,ACC-00237,CIO,Germany,Europe,Technology,Known,44,0,Opted In
CON-004061,Debbie,Taylor,contact4061@example.test,ACC-00545,Training Manager,Australia,APAC,Technology,SQL,99,83,Opted In
CON-004062,Jacob,Clark,contact4062@example.test,ACC-00602,Project Manager,South Africa,AMEA,Professional Services,Customer,17,56,Not Subscribed
CON-004063,Ryan,Morgan,contact4063@example.test,ACC-00494,Scrum Master,France,Europe,Financial Services,Opportunity,26,40,Opted In
CON-004064,Destiny,Simmons,contact4064@example.test,ACC-00933,Product Owner,Japan,APAC,Financial Services,Customer,100,17,Not Subscribed
CON-004065,Justin,Hughes,contact4065@example.test,ACC-00623,Marketing Manager,Australia,APAC,Technology,MQL,15,5,Opted In
CON-004066,Lori,Johnson,contact4066@example.test,ACC-00389,IT Manager,Japan,APAC,Education,Engaged,8,32,Opted In
CON-004067,Susan,Fisher,contact4067@example.test,ACC-00977,CIO,Saudi Arabia,AMEA,Professional Services,Customer,100,48,Opted In
CON-004068,Frank,Fleming,contact4068@example.test,ACC-00896,Operations Manager,India,APAC,Manufacturing,MQL,60,31,Opted In
CON-004069,Mary,Marshall,contact4069@example.test,ACC-00365,Software Engineer,United States,WW,Professional Services,Opportunity,71,24,Opted In
CON-004070,Christopher,Parks,contact4070@example.test,ACC-00228,IT Manager,Italy,Europe,Manufacturing,Known,60,79,Opted In
CON-004071,Craig,Huffman,contact4071@example.test,ACC-00479,Operations Manager,Australia,APAC,Technology,Engaged,78,60,Opted In
CON-004072,Linda,Smith,contact4072@example.test,ACC-00964,Director of Technology,Kenya,AMEA,Professional Services,MQL,6,98,Opted In
CON-004073,Luis,Andrews,contact4073@example.test,ACC-00686,Project Manager,Italy,Europe,Agriculture,Customer,3,67,Opted In
CON-004074,Patrick,Gibson,contact4074@example.test,ACC-00558,IT Manager,Germany,Europe,Professional Services,Known,60,19,Opted In
CON-004075,Todd,Choi,contact4075@example.test,ACC-00575,Operations Manager,United States,WW,Financial Services,Known,66,74,Opted In
CON-004076,Richard,Wise,contact4076@example.test,ACC-00185,Product Owner,Kenya,AMEA,Professional Services,SQL,98,4,Opted In
CON-004077,Kevin,Green,contact4077@example.test,ACC-00215,Director of Technology,Singapore,APAC,Professional Services,Opportunity,66,92,Not Subscribed
CON-004078,Cynthia,Munoz,contact4078@example.test,ACC-00118,Operations Manager,Kenya,AMEA,Education,Opportunity,3,25,Opted In
CON-004079,Leah,Cole,contact4079@example.test,ACC-00015,CIO,India,APAC,Education,Known,77,36,Opted In
CON-004080,Nathan,Wells,contact4080@example.test,ACC-00345,IT Manager,France,Europe,Agriculture,MQL,15,28,Opted In
CON-004081,Matthew,Nichols,contact4081@example.test,ACC-00455,CIO,Germany,WW,Education,SQL,83,44,Not Subscribed
CON-004082,Michael,Floyd,contact4082@example.test,ACC-00349,CIO,Kenya,AMEA,Technology,Opportunity,43,73,Opted In
CON-004083,Tina,Schmidt,contact4083@example.test,ACC-00344,IT Manager,Kenya,AMEA,Professional Services,SQL,22,31,Not Subscribed
CON-004084,Patrick,Leonard,contact4084@example.test,ACC-00637,Scrum Master,Spain,Europe,Financial Services,SQL,22,64,Not Subscribed
CON-004085,Edward,Rogers,contact4085@example.test,ACC-00107,CIO,United Arab Emirates,AMEA,Manufacturing,Customer,17,5,Opted In
CON-004086,Sarah,Lawrence,contact4086@example.test,ACC-00667,CIO,Singapore,APAC,Agriculture,MQL,5,87,Opted In
CON-004087,James,Hess,contact4087@example.test,ACC-00150,Director of Technology,Spain,Europe,Education,MQL,84,24,Opted In
CON-004088,Jessica,Gibson,contact4088@example.test,ACC-00879,Training Manager,Singapore,APAC,Technology,SQL,100,91,Not Subscribed
CON-004089,Brandon,Campbell,contact4089@example.test,ACC-00263,IT Manager,Spain,Europe,Professional Services,Customer,71,86,Not Subscribed
CON-004090,David,Burns,contact4090@example.test,ACC-00546,Project Manager,Saudi Arabia,AMEA,Manufacturing,Opportunity,9,96,Opted In
CON-004091,Michael,Small,contact4091@example.test,ACC-00405,Marketing Manager,Australia,WW,Agriculture,Engaged,54,37,Opted In
CON-004092,Gina,King,contact4092@example.test,ACC-00640,Product Owner,Italy,Europe,Education,Opportunity,78,40,Opted In
CON-004093,Matthew,Phillips,contact4093@example.test,ACC-00485,IT Manager,Germany,Europe,Financial Services,MQL,73,27,Opted In
CON-004094,Lori,Daniels,contact4094@example.test,ACC-00759,Scrum Master,Netherlands,Europe,Agriculture,Customer,76,66,Opted In
CON-004095,Guy,Kelly,contact4095@example.test,ACC-00253,Operations Manager,United Arab Emirates,AMEA,Manufacturing,SQL,0,37,Opted In
CON-004096,Andres,Nguyen,contact4096@example.test,ACC-00644,Training Manager,France,Europe,Education,MQL,8,65,Not Subscribed
CON-004097,Cynthia,Larson,contact4097@example.test,ACC-00404,Training Manager,South Africa,AMEA,Education,Customer,75,17,Opted In
CON-004098,Michael,Johnson,contact4098@example.test,ACC-00685,Software Engineer,Japan,APAC,Financial Services,MQL,99,63,Opted In
CON-004099,Joanna,Wright,contact4099@example.test,ACC-00373,Marketing Manager,Japan,APAC,Financial Services,Known,19,31,Opted In
CON-004100,Christopher,Davis,contact4100@example.test,ACC-00566,Project Manager,Australia,WW,Agriculture,Opportunity,73,44,Opted In
CON-004101,Jessica,Schultz,contact4101@example.test,ACC-00240,Software Engineer,Kenya,AMEA,Financial Services,MQL,99,49,Not Subscribed
CON-004102,Ryan,Hill,contact4102@example.test,ACC-00008,Training Manager,Germany,WW,Agriculture,Known,42,62,Opted In
CON-004103,Teresa,Barker,contact4103@example.test,ACC-00670,Training Manager,Germany,Europe,Agriculture,Engaged,3,25,Opted In
CON-004104,John,Petersen,contact4104@example.test,ACC-00841,Product Owner,Australia,WW,Manufacturing,Customer,24,16,Opted In
CON-004105,Mary,Oconnor,contact4105@example.test,ACC-00750,CIO,Netherlands,Europe,Professional Services,Customer,77,56,Not Subscribed
CON-004106,Alexandra,Ellis,contact4106@example.test,ACC-00755,Operations Manager,United States,WW,Education,Known,3,63,Opted In
CON-004107,Charles,Watson,contact4107@example.test,ACC-00102,Scrum Master,France,Europe,Financial Services,SQL,4,6,Opted In
CON-004108,Dwayne,Davila,contact4108@example.test,ACC-00748,Operations Manager,India,WW,Manufacturing,Engaged,49,71,Not Subscribed
CON-004109,Dana,Macias,contact4109@example.test,ACC-00677,Marketing Manager,United Kingdom,WW,Professional Services,Customer,58,55,Opted In
CON-004110,Patrick,Baird,contact4110@example.test,ACC-00929,Project Manager,Australia,WW,Agriculture,SQL,38,0,Opted In
CON-004111,Christian,Pennington,contact4111@example.test,ACC-00996,Project Manager,Saudi Arabia,AMEA,Education,Known,67,19,Opted In
CON-004112,Kara,Henderson,contact4112@example.test,ACC-00315,Director of Technology,Netherlands,Europe,Financial Services,SQL,64,46,Opted In
CON-004113,Andrew,Clements,contact4113@example.test,ACC-00257,Director of Technology,Germany,WW,Professional Services,Opportunity,60,22,Not Subscribed
CON-004114,Jonathan,Delgado,contact4114@example.test,ACC-00726,Scrum Master,Australia,APAC,Technology,Customer,20,17,Opted In
CON-004115,Nicole,Copeland,contact4115@example.test,ACC-00591,Training Manager,Australia,APAC,Technology,MQL,72,100,Opted In
CON-004116,Ryan,Wilson,contact4116@example.test,ACC-00473,Director of Technology,United Kingdom,WW,Financial Services,Customer,89,0,Opted In
CON-004117,James,Green,contact4117@example.test,ACC-00971,CIO,Kenya,AMEA,Manufacturing,SQL,58,61,Opted In
CON-004118,Kevin,Palmer,contact4118@example.test,ACC-00850,Scrum Master,United Arab Emirates,AMEA,Agriculture,SQL,83,89,Not Subscribed
CON-004119,Melissa,Sanchez,contact4119@example.test,ACC-00008,Scrum Master,Netherlands,Europe,Education,Opportunity,75,29,Opted In
CON-004120,Lauren,Brooks,contact4120@example.test,ACC-00412,Scrum Master,India,WW,Education,Customer,51,62,Not Subscribed
CON-004121,Thomas,Hodges,contact4121@example.test,ACC-00955,Project Manager,Spain,Europe,Agriculture,SQL,49,51,Opted In
CON-004122,Samuel,Burgess,contact4122@example.test,ACC-00997,Marketing Manager,Germany,Europe,Professional Services,MQL,16,1,Opted In
CON-004123,Kimberly,Hill,contact4123@example.test,ACC-00601,Marketing Manager,Singapore,APAC,Manufacturing,MQL,23,9,Not Subscribed
CON-004124,Emily,Jacobs,contact4124@example.test,ACC-00064,Scrum Master,Saudi Arabia,AMEA,Professional Services,Engaged,75,71,Not Subscribed
CON-004125,Renee,Gregory,contact4125@example.test,ACC-00480,Project Manager,Singapore,APAC,Agriculture,MQL,18,21,Opted In
CON-004126,Joseph,Russell,contact4126@example.test,ACC-00079,CIO,Netherlands,Europe,Agriculture,Known,53,77,Opted In
CON-004127,Andrew,Perry,contact4127@example.test,ACC-00803,Product Owner,Italy,Europe,Education,Customer,35,4,Opted In
CON-004128,David,Adams,contact4128@example.test,ACC-00820,Operations Manager,France,Europe,Manufacturing,SQL,55,25,Opted In
CON-004129,Carol,Daugherty,contact4129@example.test,ACC-00167,Director of Technology,Singapore,APAC,Financial Services,Known,24,11,Opted In
CON-004130,Louis,Walker,contact4130@example.test,ACC-00248,IT Manager,India,APAC,Technology,Known,65,33,Opted In
CON-004131,Andrew,Nguyen,contact4131@example.test,ACC-00363,Scrum Master,Italy,Europe,Professional Services,MQL,43,66,Not Subscribed
CON-004132,Bryce,Roberts,contact4132@example.test,ACC-00381,Software Engineer,Kenya,AMEA,Manufacturing,Engaged,72,50,Opted In
CON-004133,Jennifer,Wilcox,contact4133@example.test,ACC-00077,Scrum Master,South Africa,AMEA,Education,Opportunity,58,32,Opted In
CON-004134,Brianna,Walters,contact4134@example.test,ACC-00725,CIO,France,Europe,Manufacturing,Known,57,73,Opted In
CON-004135,Mark,Price,contact4135@example.test,ACC-00730,Director of Technology,France,Europe,Manufacturing,MQL,50,54,Not Subscribed
CON-004136,Sarah,Smith,contact4136@example.test,ACC-00673,Product Owner,Singapore,APAC,Agriculture,Customer,68,55,Opted In
CON-004137,Matthew,Reed,contact4137@example.test,ACC-00476,CIO,United Kingdom,WW,Manufacturing,Customer,49,5,Opted In
CON-004138,Sean,Murray,contact4138@example.test,ACC-00794,Marketing Manager,United Kingdom,WW,Manufacturing,SQL,77,39,Not Subscribed
CON-004139,Julia,Clark,contact4139@example.test,ACC-00721,Software Engineer,Italy,Europe,Financial Services,SQL,87,68,Opted In
CON-004140,Heidi,Chambers,contact4140@example.test,ACC-00442,CIO,Singapore,APAC,Technology,SQL,75,58,Opted In
CON-004141,Jonathan,Johnson,contact4141@example.test,ACC-00493,Training Manager,Italy,Europe,Technology,Known,0,16,Not Subscribed
CON-004142,Melissa,Faulkner,contact4142@example.test,ACC-00622,IT Manager,Germany,WW,Manufacturing,Customer,94,86,Opted In
CON-004143,Crystal,Hoffman,contact4143@example.test,ACC-00193,CIO,Australia,WW,Financial Services,Known,16,15,Opted In
CON-004144,Michael,Clark,contact4144@example.test,ACC-00586,IT Manager,India,WW,Manufacturing,Customer,48,21,Opted In
CON-004145,Traci,Wood,contact4145@example.test,ACC-00428,Software Engineer,South Africa,AMEA,Technology,Known,50,43,Not Subscribed
CON-004146,Kelly,Stewart,contact4146@example.test,ACC-00223,Product Owner,Italy,Europe,Financial Services,Customer,45,4,Opted In
CON-004147,Emily,Johnson,contact4147@example.test,ACC-00194,Software Engineer,Saudi Arabia,AMEA,Financial Services,MQL,30,86,Opted In
CON-004148,Colleen,Jackson,contact4148@example.test,ACC-00015,Product Owner,United Arab Emirates,AMEA,Agriculture,SQL,40,40,Opted In
CON-004149,Michael,Reynolds,contact4149@example.test,ACC-00689,Scrum Master,United Kingdom,WW,Technology,Engaged,36,67,Opted In
CON-004150,Wendy,Johnson,contact4150@example.test,ACC-00772,Project Manager,India,APAC,Education,MQL,47,1,Opted In
CON-004151,Teresa,Hawkins,contact4151@example.test,ACC-00965,Software Engineer,India,APAC,Professional Services,Customer,72,77,Not Subscribed
CON-004152,Travis,Young,contact4152@example.test,ACC-00144,Scrum Master,India,WW,Technology,MQL,100,25,Opted In
CON-004153,Samantha,Anderson,contact4153@example.test,ACC-00930,Training Manager,United States,WW,Education,SQL,12,85,Opted In
CON-004154,Catherine,Atkinson,contact4154@example.test,ACC-00694,Project Manager,Australia,APAC,Financial Services,SQL,60,80,Opted In
CON-004155,Collin,Robinson,contact4155@example.test,ACC-00447,Project Manager,Netherlands,Europe,Manufacturing,SQL,50,8,Not Subscribed
CON-004156,Victoria,Duncan,contact4156@example.test,ACC-00455,Project Manager,Japan,APAC,Financial Services,MQL,41,39,Opted In
CON-004157,Gregory,Moore,contact4157@example.test,ACC-00480,Director of Technology,South Africa,AMEA,Education,SQL,54,13,Opted In
CON-004158,Kimberly,Navarro,contact4158@example.test,ACC-00595,Product Owner,Australia,APAC,Professional Services,MQL,22,59,Opted In
CON-004159,Richard,Ortiz,contact4159@example.test,ACC-00985,Director of Technology,Singapore,APAC,Technology,Customer,12,26,Opted In
CON-004160,Karen,Barnes,contact4160@example.test,ACC-00652,Product Owner,India,APAC,Education,Engaged,60,79,Opted In
CON-004161,Carol,Flores,contact4161@example.test,ACC-00914,Scrum Master,Japan,APAC,Education,Engaged,27,90,Opted In
CON-004162,Michael,Garcia,contact4162@example.test,ACC-00618,Training Manager,India,APAC,Financial Services,SQL,14,88,Opted In
CON-004163,Nicole,Horne,contact4163@example.test,ACC-00453,Project Manager,Australia,APAC,Professional Services,Customer,100,46,Opted In
CON-004164,Kathleen,Stewart,contact4164@example.test,ACC-00684,Director of Technology,Netherlands,Europe,Financial Services,Known,94,11,Not Subscribed
CON-004165,Amanda,Myers,contact4165@example.test,ACC-00182,IT Manager,Japan,APAC,Agriculture,Customer,86,41,Opted In
CON-004166,Michele,Simpson,contact4166@example.test,ACC-00004,Scrum Master,India,WW,Financial Services,SQL,32,27,Not Subscribed
CON-004167,Steven,Mckenzie,contact4167@example.test,ACC-00298,Scrum Master,South Africa,AMEA,Financial Services,Customer,99,72,Not Subscribed
CON-004168,Shannon,Bradshaw,contact4168@example.test,ACC-00259,Software Engineer,United Kingdom,WW,Agriculture,Customer,0,80,Opted In
CON-004169,Gregory,Roberts,contact4169@example.test,ACC-00645,Software Engineer,France,Europe,Education,SQL,91,64,Opted In
CON-004170,Amanda,Cook,contact4170@example.test,ACC-00161,Operations Manager,United Arab Emirates,AMEA,Agriculture,Opportunity,57,69,Opted In
CON-004171,Steven,Jackson,contact4171@example.test,ACC-00109,IT Manager,Italy,Europe,Financial Services,Engaged,69,96,Opted In
CON-004172,Rebecca,Reyes,contact4172@example.test,ACC-00041,IT Manager,India,APAC,Professional Services,Known,7,85,Not Subscribed
CON-004173,Denise,Mccann,contact4173@example.test,ACC-00650,Software Engineer,Singapore,APAC,Professional Services,Customer,54,82,Not Subscribed
CON-004174,Robert,Fields,contact4174@example.test,ACC-00906,Project Manager,Netherlands,Europe,Education,MQL,70,52,Opted In
CON-004175,Christine,Taylor,contact4175@example.test,ACC-00170,CIO,Netherlands,Europe,Education,Customer,3,30,Opted In
CON-004176,Christine,Duarte,contact4176@example.test,ACC-00823,Marketing Manager,South Africa,AMEA,Financial Services,Engaged,91,36,Not Subscribed
CON-004177,Carol,Dennis,contact4177@example.test,ACC-00665,Marketing Manager,Kenya,AMEA,Technology,MQL,37,95,Not Subscribed
CON-004178,Sonia,Nguyen,contact4178@example.test,ACC-00341,Director of Technology,Japan,APAC,Manufacturing,SQL,26,40,Opted In
CON-004179,John,Hudson,contact4179@example.test,ACC-00111,Operations Manager,Saudi Arabia,AMEA,Professional Services,Customer,49,45,Opted In
CON-004180,Thomas,Davis,contact4180@example.test,ACC-00336,Marketing Manager,Germany,Europe,Technology,Customer,98,29,Opted In
CON-004181,Mitchell,Paul,contact4181@example.test,ACC-00762,Project Manager,France,Europe,Financial Services,Opportunity,50,94,Opted In
CON-004182,Nicole,Valdez,contact4182@example.test,ACC-00653,Software Engineer,United Arab Emirates,AMEA,Technology,Opportunity,20,23,Opted In
CON-004183,Andrea,Boyer,contact4183@example.test,ACC-00095,Scrum Master,Kenya,AMEA,Manufacturing,SQL,75,81,Opted In
CON-004184,Melissa,Martin,contact4184@example.test,ACC-00465,Software Engineer,Australia,APAC,Education,SQL,52,5,Opted In
CON-004185,Miguel,Baxter,contact4185@example.test,ACC-00292,Software Engineer,Australia,WW,Manufacturing,Engaged,7,23,Not Subscribed
CON-004186,Gregory,Giles,contact4186@example.test,ACC-00559,Director of Technology,United Kingdom,WW,Education,Engaged,22,75,Opted In
CON-004187,Sandra,Morris,contact4187@example.test,ACC-00017,Training Manager,United Kingdom,WW,Manufacturing,Customer,96,19,Opted In
CON-004188,Kelly,Kline,contact4188@example.test,ACC-00621,Software Engineer,Australia,APAC,Professional Services,Customer,47,4,Opted In
CON-004189,Jamie,Murray,contact4189@example.test,ACC-00582,Marketing Manager,South Africa,AMEA,Professional Services,MQL,3,58,Not Subscribed
CON-004190,John,Morrison,contact4190@example.test,ACC-00203,Training Manager,United Arab Emirates,AMEA,Professional Services,SQL,68,27,Opted In
CON-004191,Veronica,Robles,contact4191@example.test,ACC-00413,Operations Manager,Italy,Europe,Technology,Known,56,64,Opted In
CON-004192,Teresa,Porter,contact4192@example.test,ACC-00311,Marketing Manager,Saudi Arabia,AMEA,Education,SQL,77,39,Opted In
CON-004193,Daniel,Munoz,contact4193@example.test,ACC-00952,IT Manager,Italy,Europe,Agriculture,MQL,26,66,Not Subscribed
CON-004194,Mark,Mora,contact4194@example.test,ACC-00900,Project Manager,India,APAC,Professional Services,MQL,42,74,Opted In
CON-004195,Erik,Ford,contact4195@example.test,ACC-00807,Marketing Manager,South Africa,AMEA,Professional Services,SQL,23,48,Not Subscribed
CON-004196,Sydney,Smith,contact4196@example.test,ACC-00216,Software Engineer,Singapore,APAC,Education,Customer,20,62,Opted In
CON-004197,Antonio,Rhodes,contact4197@example.test,ACC-00736,Marketing Manager,South Africa,AMEA,Education,Known,93,87,Opted In
CON-004198,Michelle,Cowan,contact4198@example.test,ACC-00182,Product Owner,France,Europe,Manufacturing,Customer,32,55,Not Subscribed
CON-004199,Michelle,Jones,contact4199@example.test,ACC-00108,IT Manager,Netherlands,Europe,Technology,MQL,76,93,Not Subscribed
